title,url,instructionalLevel,corpus
Financial Accounting Made Easy for All,https://www.udemy.com/financialaccounting/,All Levels,Financial Accounting Made Easy for All financialaccountingBusinessAll Levels
Ultimate Guide To Trading Engulfing Candlestick Strategy,https://www.udemy.com/trading-engulfing-candle-top-trend-continuation-strategy/,All Levels,Ultimate Guide To Trading Engulfing Candlestick Strategy trading engulfing candle top trend continuation strategyBusinessAll Levels
Learn Business Finance: Win more work as a Business Coach ,https://www.udemy.com/essential-business-finance-for-coaches-and-consultants/,Beginner Level,Learn Business Finance: Win more work as a Business Coach  essential business finance for coaches and consultantsBusinessBeginner Level
Accounting for Depreciation (Collage Level),https://www.udemy.com/depreciation-accounting/,All Levels,Accounting for Depreciation (Collage Level) depreciation accountingBusinessAll Levels
Revealed: Profitable Principles of Successful Traders ,https://www.udemy.com/revealed-profitable-secrets-of-successful-traders/,All Levels,Revealed: Profitable Principles of Successful Traders  revealed profitable secrets of successful tradersBusinessAll Levels
Easy Market Profits: 3 Step Stock Investing Strategy,https://www.udemy.com/make-money-from-the-stock-market/,Beginner Level,Easy Market Profits: 3 Step Stock Investing Strategy make money from the stock marketBusinessBeginner Level
Hedge Fund Trading Systems For Stocks - Part One,https://www.udemy.com/amibroker-trading-systems/,All Levels,Hedge Fund Trading Systems For Stocks - Part One amibroker trading systemsBusinessAll Levels
Bonds For Beginners - A Guide To The Bond Markets,https://www.udemy.com/bonds-for-beginners-a-guide-to-fixed-income-investments/,Beginner Level,Bonds For Beginners - A Guide To The Bond Markets bonds for beginners a guide to fixed income investmentsBusinessBeginner Level
Professional Risk Manager (PRM) Certification: Level 4,https://www.udemy.com/professional-risk-manager-prm-certification-level-4/,All Levels,Professional Risk Manager (PRM) Certification: Level 4 professional risk manager prm certification level 4BusinessAll Levels
Crowdfunding for Filmmakers,https://www.udemy.com/crowdfunding-for-filmmakers/,All Levels,Crowdfunding for Filmmakers crowdfunding for filmmakersBusinessAll Levels
How to Make IT Work Successfully in Capital Markets,https://www.udemy.com/how-to-make-it-work-successfully-in-capital-markets/,Beginner Level,How to Make IT Work Successfully in Capital Markets how to make it work successfully in capital marketsBusinessBeginner Level
Introduction to Day Trading,https://www.udemy.com/introduction-to-day-trading/,Beginner Level,Introduction to Day Trading introduction to day tradingBusinessBeginner Level
Life Coach Business Basics: Finance and Operations,https://www.udemy.com/how-to-run-a-business-business-finance-operations/,All Levels,Life Coach Business Basics: Finance and Operations how to run a business business finance operationsBusinessAll Levels
Learn How to Profit In Forex With Market Rhythms,https://www.udemy.com/learn-how-to-profit-with-market-rhythms/,All Levels,Learn How to Profit In Forex With Market Rhythms learn how to profit with market rhythmsBusinessAll Levels
Optimizing investment to maximise your return,https://www.udemy.com/optimizing-investment-to-maximise-your-return/,All Levels,Optimizing investment to maximise your return optimizing investment to maximise your returnBusinessAll Levels
Investimento em Ações para Leigos,https://www.udemy.com/investimento-em-acoes-para-leigos/,Beginner Level,Investimento em Ações para Leigos investimento em acoes para leigosBusinessBeginner Level
Introducción a la Contabilidad,https://www.udemy.com/introduccion-a-la-contabilidad/,Beginner Level,Introducción a la Contabilidad introduccion a la contabilidadBusinessBeginner Level
Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,https://www.udemy.com/forex-trading-strategia-correlazione-eurgbp-gbpusd/,Intermediate Level,Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD forex trading strategia correlazione eurgbp gbpusdBusinessIntermediate Level
Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,https://www.udemy.com/finanzielle-unabhaengigkeit-2-millionaer-werden-mit-investment/,Intermediate Level,Finanzielle Unabhängigkeit-2 Millionär werden mit Investment finanzielle unabhaengigkeit 2 millionaer werden mit investmentBusinessIntermediate Level
カードゲームでカンタンに理解する！経済とお金のキホン,https://www.udemy.com/kabucom_keizai/,Beginner Level,カードゲームでカンタンに理解する！経済とお金のキホン kabucom_keizaiBusinessBeginner Level
Contabilidad rápida y eficaz,https://www.udemy.com/contabilidad11/,All Levels,Contabilidad rápida y eficaz contabilidad11BusinessAll Levels
Introducción al trading de opciones,https://www.udemy.com/curso-de-opciones-basico/,Beginner Level,Introducción al trading de opciones curso de opciones basicoBusinessBeginner Level
Aprenda a Investir seu Dinheiro,https://www.udemy.com/aprenda-a-investir-seu-dinheiro/,All Levels,Aprenda a Investir seu Dinheiro aprenda a investir seu dinheiroBusinessAll Levels
Trader sur le Forex avec Ichimoku,https://www.udemy.com/apprendre-a-trader-le-forex-avec-ichimoku/,Beginner Level,Trader sur le Forex avec Ichimoku apprendre a trader le forex avec ichimokuBusinessBeginner Level
العلوم والمبادئ الأساسية للمهنة الإكتوارية,https://www.udemy.com/actuarial-intro/,Beginner Level,العلوم والمبادئ الأساسية للمهنة الإكتوارية actuarial introBusinessBeginner Level
トレーディングビュー徹底攻略2017年版,https://www.udemy.com/tradingview/,All Levels,トレーディングビュー徹底攻略2017年版 tradingviewBusinessAll Levels
Kostenrechnung lernen leicht gemacht,https://www.udemy.com/kostenrechnung-lernen-leicht-gemacht/,Beginner Level,Kostenrechnung lernen leicht gemacht kostenrechnung lernen leicht gemachtBusinessBeginner Level
MetaTrader4 Platform Training,https://www.udemy.com/metatrader4-platform-training/,Beginner Level,MetaTrader4 Platform Training metatrader4 platform trainingBusinessBeginner Level
Professional Bookkeeping & Accounting 1: Sales & Purchases,https://www.udemy.com/professional-bookkeeping-and-accounting-1/,All Levels,Professional Bookkeeping & Accounting 1: Sales & Purchases professional bookkeeping and accounting 1BusinessAll Levels
Step by step guide to understand how business perform,https://www.udemy.com/analyzing-business-for-beginners/,Intermediate Level,Step by step guide to understand how business perform analyzing business for beginnersBusinessIntermediate Level
How to Grow your Small Business and not run out of Cash,https://www.udemy.com/how-to-grow-your-small-business-and-not-run-out-of-cash/,Beginner Level,How to Grow your Small Business and not run out of Cash how to grow your small business and not run out of cashBusinessBeginner Level
Finance for Non Finance Executives,https://www.udemy.com/finance-for-non-finance-executives/,Beginner Level,Finance for Non Finance Executives finance for non finance executivesBusinessBeginner Level
"An Introduction: MT4 Email, Sound, Notification Forex Alerts",https://www.udemy.com/create-mt4-forex-email-sound-and-notification-alerts/,Intermediate Level,"An Introduction: MT4 Email, Sound, Notification Forex Alerts create mt4 forex email sound and notification alertsBusinessIntermediate Level"
Innovators and innovation: Travel through time!,https://www.udemy.com/innovators-and-innovation-travel-through-time/,Beginner Level,Innovators and innovation: Travel through time! innovators and innovation travel through timeBusinessBeginner Level
Learn How to Trade The Stock Market,https://www.udemy.com/complete-course-for-stock-trading-all-skill-levels/,All Levels,Learn How to Trade The Stock Market complete course for stock trading all skill levelsBusinessAll Levels
How To Earn Some Bitcoin Every Time You Use A Search Engine,https://www.udemy.com/getting-paid-to-search-the-web/,All Levels,How To Earn Some Bitcoin Every Time You Use A Search Engine getting paid to search the webBusinessAll Levels
Super Fast Accounting - the fastest way to do your books,https://www.udemy.com/super-fast-accounting/,Beginner Level,Super Fast Accounting - the fastest way to do your books super fast accountingBusinessBeginner Level
Financial Modeling and Valuation: Complete Beginner to Pro,https://www.udemy.com/financial-modeling-and-valuation-complete-beginner-to-pro/,All Levels,Financial Modeling and Valuation: Complete Beginner to Pro financial modeling and valuation complete beginner to proBusinessAll Levels
Learn to trade Chart Patterns,https://www.udemy.com/learn-to-trade-chart-patterns/,Intermediate Level,Learn to trade Chart Patterns learn to trade chart patternsBusinessIntermediate Level
Anatomy and Figure Drawing for Beginners,https://www.udemy.com/anatomy-and-figure-drawing-for-games-and-comics/,Beginner Level,Anatomy and Figure Drawing for Beginners anatomy and figure drawing for games and comicsGraphic DesignBeginner Level
Illustrator CC MasterClass,https://www.udemy.com/illustrator-cc-masterclass/,All Levels,Illustrator CC MasterClass illustrator cc masterclassGraphic DesignAll Levels
Typographic Logo Design in Illustrator - Beginners & Beyond,https://www.udemy.com/typographical-logo-design/,All Levels,Typographic Logo Design in Illustrator - Beginners & Beyond typographical logo designGraphic DesignAll Levels
Adobe Illustrator T-Shirt Design for Merch by Amazon,https://www.udemy.com/merchbyamazondesign/,All Levels,Adobe Illustrator T-Shirt Design for Merch by Amazon merchbyamazondesignGraphic DesignAll Levels
Logo Design in Adobe Illustrator - for Beginners & Beyond,https://www.udemy.com/logodesign/,All Levels,Logo Design in Adobe Illustrator - for Beginners & Beyond logodesignGraphic DesignAll Levels
Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,https://www.udemy.com/learn-adobe-illustrator-semi-automatic-mandalas-drawing/,All Levels,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing learn adobe illustrator semi automatic mandalas drawingGraphic DesignAll Levels
Create Professional Looking Infographics With No Experience,https://www.udemy.com/create-professional-looking-infographics/,Beginner Level,Create Professional Looking Infographics With No Experience create professional looking infographicsGraphic DesignBeginner Level
Discover How to Draw and paint Comics,https://www.udemy.com/learn-to-draw-and-paint/,All Levels,Discover How to Draw and paint Comics learn to draw and paintGraphic DesignAll Levels
Typographic Logos: Typography and Lettering for Logo Design,https://www.udemy.com/typographic-logos-typography-and-lettering-for-logo-design/,Intermediate Level,Typographic Logos: Typography and Lettering for Logo Design typographic logos typography and lettering for logo designGraphic DesignIntermediate Level
Photoshop in Ease: Create World Amazing  Graphic Designs,https://www.udemy.com/photoshop-knights-become-a-professional-in-no-time/,All Levels,Photoshop in Ease: Create World Amazing  Graphic Designs photoshop knights become a professional in no timeGraphic DesignAll Levels
Canva Graphics Design Essential Training For Everyone,https://www.udemy.com/canva-graphics-design-essential-training/,All Levels,Canva Graphics Design Essential Training For Everyone canva graphics design essential trainingGraphic DesignAll Levels
Triangulated Bird: Origami Styled Bird in Adobe Illustrator,https://www.udemy.com/triangulated-bird-origami-styled-bird-in-adobe-illustrator/,Intermediate Level,Triangulated Bird: Origami Styled Bird in Adobe Illustrator triangulated bird origami styled bird in adobe illustratorGraphic DesignIntermediate Level
Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,https://www.udemy.com/illustrator-quick-tip10kawaii/,All Levels,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう illustrator quick tip10kawaiiGraphic DesignAll Levels
Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,https://www.udemy.com/deinen-roman-setzen-mit-pageplus-in-10-einfachen-schritten/,All Levels,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten deinen roman setzen mit pageplus in 10 einfachen schrittenGraphic DesignAll Levels
画像加工の初心者でも「１日」で初歩を覚えられる無料講座,https://www.udemy.com/1-tuqndy/,Beginner Level,画像加工の初心者でも「１日」で初歩を覚えられる無料講座 1 tuqndyGraphic DesignBeginner Level
