title,url,instructionalLevel,source,institution,isPaid,corpus
Learn Blender 3D - The materials and texture course,https://www.udemy.com/learn-blender-3d-the-materials-and-texture-course/,All Levels,Udemy,Independent/Organisation,True,Learn Blender 3D - The materials and texture course learn blender 3d the materials and texture courseGraphic Design All Levels Udemy Independent/Organisation
FACEBOOK COVERS IN POWERPOINT,https://www.udemy.com/design-facebook-covers-in-powerpoint/,Beginner Level,Udemy,Independent/Organisation,True,FACEBOOK COVERS IN POWERPOINT design facebook covers in powerpointGraphic Design Beginner Level Udemy Independent/Organisation
"Quote Images for Pinterest, Facebook, & Instagram",https://www.udemy.com/viral-images-pinterest-facebook-instagram/,Beginner Level,Udemy,Independent/Organisation,False,"Quote Images for Pinterest, Facebook, & Instagram viral images pinterest facebook instagramGraphic Design Beginner Level Udemy Independent/Organisation"
Adobe Illustrator: Create a Quick & Easy Unique Illustration,https://www.udemy.com/create-quick-easy-original-illustrations-in-illustrator/,Beginner Level,Udemy,Independent/Organisation,True,Adobe Illustrator: Create a Quick & Easy Unique Illustration create quick easy original illustrations in illustratorGraphic Design Beginner Level Udemy Independent/Organisation
Learn to Design a Logo in Adobe Illustrator,https://www.udemy.com/learn-to-design-a-logo-in-adobe-illustrator/,All Levels,Udemy,Independent/Organisation,True,Learn to Design a Logo in Adobe Illustrator learn to design a logo in adobe illustratorGraphic Design All Levels Udemy Independent/Organisation
Photoshop In-Depth: Master all of Photoshop's Tools Easily,https://www.udemy.com/photoshop-tools/,All Levels,Udemy,Independent/Organisation,False,Photoshop In-Depth: Master all of Photoshop's Tools Easily photoshop toolsGraphic Design All Levels Udemy Independent/Organisation
Diseño de logo para principiantes,https://www.udemy.com/logo_para_principiantes/,All Levels,Udemy,Independent/Organisation,True,Diseño de logo para principiantes logo_para_principiantesGraphic Design All Levels Udemy Independent/Organisation
After Effects - Alles rund um das Tracking,https://www.udemy.com/spannende-after-effects-techniken/,Beginner Level,Udemy,Independent/Organisation,True,After Effects - Alles rund um das Tracking spannende after effects technikenGraphic Design Beginner Level Udemy Independent/Organisation
Introducción al retrato realista con Photoshop,https://www.udemy.com/introduccion-al-retrato-realista-con-photoshop/,Beginner Level,Udemy,Independent/Organisation,True,Introducción al retrato realista con Photoshop introduccion al retrato realista con photoshopGraphic Design Beginner Level Udemy Independent/Organisation
Uso Básico de Adobe Photoshop,https://www.udemy.com/uso-basico-de-adobe-photoshop/,Beginner Level,Udemy,Independent/Organisation,True,Uso Básico de Adobe Photoshop uso basico de adobe photoshopGraphic Design Beginner Level Udemy Independent/Organisation
Técnicas Photoshop: Reformar Campo de golf,https://www.udemy.com/tecnicas-photoshop-reformar-campo-de-golf/,All Levels,Udemy,Independent/Organisation,True,Técnicas Photoshop: Reformar Campo de golf tecnicas photoshop reformar campo de golfGraphic Design All Levels Udemy Independent/Organisation
誰でもわかる Adobe Illustrator CS5,https://www.udemy.com/adobe-illustrator-cs5-k/,Beginner Level,Udemy,Independent/Organisation,True,誰でもわかる Adobe Illustrator CS5 adobe illustrator cs5 kGraphic Design Beginner Level Udemy Independent/Organisation
誰でもわかる Adobe Photoshop CS5,https://www.udemy.com/adobe-photoshop-cs5-k/,Beginner Level,Udemy,Independent/Organisation,True,誰でもわかる Adobe Photoshop CS5 adobe photoshop cs5 kGraphic Design Beginner Level Udemy Independent/Organisation
MicroStation - Niveles,https://www.udemy.com/microstation-niveles/,Beginner Level,Udemy,Independent/Organisation,True,MicroStation - Niveles microstation nivelesGraphic Design Beginner Level Udemy Independent/Organisation
Crea personajes fantásticos con Photoshop,https://www.udemy.com/crea-personajes-fantasticos-con-photoshop/,Beginner Level,Udemy,Independent/Organisation,True,Crea personajes fantásticos con Photoshop crea personajes fantasticos con photoshopGraphic Design Beginner Level Udemy Independent/Organisation
Letras en Adobe Illustrator,https://www.udemy.com/letras-en-adobe-illustrator/,Beginner Level,Udemy,Independent/Organisation,True,Letras en Adobe Illustrator letras en adobe illustratorGraphic Design Beginner Level Udemy Independent/Organisation
Photoshop: Creando elemental de aire,https://www.udemy.com/photoshop-creando-elemental-de-aire/,Beginner Level,Udemy,Independent/Organisation,True,Photoshop: Creando elemental de aire photoshop creando elemental de aireGraphic Design Beginner Level Udemy Independent/Organisation
Nuke X: Aprende composición digital,https://www.udemy.com/nuke-x-aprende-composicion-digital/,Beginner Level,Udemy,Independent/Organisation,True,Nuke X: Aprende composición digital nuke x aprende composicion digitalGraphic Design Beginner Level Udemy Independent/Organisation
สร้างงานกราฟฟิคแอพพลิเคชั่นมือถือด้วย Adobe Illustrator,https://www.udemy.com/adobe-illustrator-mobile-app-codemobiles-thai/,Beginner Level,Udemy,Independent/Organisation,True,สร้างงานกราฟฟิคแอพพลิเคชั่นมือถือด้วย Adobe Illustrator adobe illustrator mobile app codemobiles thaiGraphic Design Beginner Level Udemy Independent/Organisation
Photoshop: Creando elemental de agua,https://www.udemy.com/photoshop-creando-elemental-de-agua/,Beginner Level,Udemy,Independent/Organisation,True,Photoshop: Creando elemental de agua photoshop creando elemental de aguaGraphic Design Beginner Level Udemy Independent/Organisation
７日でマスター  ビギナー向け Adobe Illustrator　どきどきセミナー,https://www.udemy.com/7-adobe-illustrator/,Beginner Level,Udemy,Independent/Organisation,True,７日でマスター  ビギナー向け Adobe Illustrator　どきどきセミナー 7 adobe illustratorGraphic Design Beginner Level Udemy Independent/Organisation
Si eres nuevo en Photoshop...Este es tu curso Nº1,https://www.udemy.com/photoshopcurso1/,Beginner Level,Udemy,Independent/Organisation,True,Si eres nuevo en Photoshop...Este es tu curso Nº1 photoshopcurso1Graphic Design Beginner Level Udemy Independent/Organisation
Intro to Illustrator,https://www.udemy.com/intro-to-illustrator/,Beginner Level,Udemy,Independent/Organisation,True,Intro to Illustrator intro to illustratorGraphic Design Beginner Level Udemy Independent/Organisation
画像加工の初心者だとしても、１週間でホームページのトップ画像を製作できるようになる画像製作講座,https://www.udemy.com/layeqrqk/,Beginner Level,Udemy,Independent/Organisation,True,画像加工の初心者だとしても、１週間でホームページのトップ画像を製作できるようになる画像製作講座 layeqrqkGraphic Design Beginner Level Udemy Independent/Organisation
Photoshop - Automatização com Adobe Script,https://www.udemy.com/adobe-photoshop-scripting/,Intermediate Level,Udemy,Independent/Organisation,True,Photoshop - Automatização com Adobe Script adobe photoshop scriptingGraphic Design Intermediate Level Udemy Independent/Organisation
دورة شامل لبرنامج إلستريتور للمبتدئين - Adobe illustrator CC,https://www.udemy.com/illustrator-basics/,Beginner Level,Udemy,Independent/Organisation,True,دورة شامل لبرنامج إلستريتور للمبتدئين - Adobe illustrator CC illustrator basicsGraphic Design Beginner Level Udemy Independent/Organisation
Corel Draw X8 Başlangıç Eğitimi (YENİ),https://www.udemy.com/coreldraw-x8-temel-egitimi-yeni/,Beginner Level,Udemy,Independent/Organisation,True,Corel Draw X8 Başlangıç Eğitimi (YENİ) coreldraw x8 temel egitimi yeniGraphic Design Beginner Level Udemy Independent/Organisation
Formation Photoshop,https://www.udemy.com/formation-photoshop/,Beginner Level,Udemy,Independent/Organisation,True,Formation Photoshop formation photoshopGraphic Design Beginner Level Udemy Independent/Organisation
8 Stunden professionelles Cinema 4D Training,https://www.udemy.com/professionelle-3d-modelle-leicht-verstandlich-erstellen/,All Levels,Udemy,Independent/Organisation,True,8 Stunden professionelles Cinema 4D Training professionelle 3d modelle leicht verstandlich erstellenGraphic Design All Levels Udemy Independent/Organisation
Clipping Masks & Shaped images in Adobe Photoshop CC,https://www.udemy.com/how-to-adobe-photoshop-clipping-mask-layer-tutorial-images-photoshop/,All Levels,Udemy,Independent/Organisation,True,Clipping Masks & Shaped images in Adobe Photoshop CC how to adobe photoshop clipping mask layer tutorial images photoshopGraphic Design All Levels Udemy Independent/Organisation
Expert Guide : Mastering Photoshop Smart Objects in depth !,https://www.udemy.com/a-genius-guide-become-photoshop-smarty-with-smart-objects/,All Levels,Udemy,Independent/Organisation,True,Expert Guide : Mastering Photoshop Smart Objects in depth ! a genius guide become photoshop smarty with smart objectsGraphic Design All Levels Udemy Independent/Organisation
Portrait Typography in Photoshop - Anyone can do Typography,https://www.udemy.com/portrait-typography-in-photoshop-anyone-can-do-typography/,All Levels,Udemy,Independent/Organisation,True,Portrait Typography in Photoshop - Anyone can do Typography portrait typography in photoshop anyone can do typographyGraphic Design All Levels Udemy Independent/Organisation
Mastering Retouching and Restoration (15 projects Included),https://www.udemy.com/mastering-beauty-retouching-and-photo-restoration/,All Levels,Udemy,Independent/Organisation,True,Mastering Retouching and Restoration (15 projects Included) mastering beauty retouching and photo restorationGraphic Design All Levels Udemy Independent/Organisation
Make flat design trees in Adobe Illustrator in 30 minutes!,https://www.udemy.com/make-flat-design-trees-in-adobe-illustrator-in-30-minutes/,Beginner Level,Udemy,Independent/Organisation,True,Make flat design trees in Adobe Illustrator in 30 minutes! make flat design trees in adobe illustrator in 30 minutesGraphic Design Beginner Level Udemy Independent/Organisation
Photoshop Fantastic! - The Comprehensive Guide to Photoshop,https://www.udemy.com/photoshopfantastic/,All Levels,Udemy,Independent/Organisation,True,Photoshop Fantastic! - The Comprehensive Guide to Photoshop photoshopfantasticGraphic Design All Levels Udemy Independent/Organisation
Drawing in PowerPoint: Block diagram + Experiments + Cartoon,https://www.udemy.com/how-to-draw-in-powerpoint/,Beginner Level,Udemy,Independent/Organisation,True,Drawing in PowerPoint: Block diagram + Experiments + Cartoon how to draw in powerpointGraphic Design Beginner Level Udemy Independent/Organisation
Graphic Design: Double Your Sales With Canva,https://www.udemy.com/canva-marketing/,All Levels,Udemy,Independent/Organisation,True,Graphic Design: Double Your Sales With Canva canva marketingGraphic Design All Levels Udemy Independent/Organisation
Easy Typography Tips to Beautify and Strengthen Your Work,https://www.udemy.com/typography-tips/,Intermediate Level,Udemy,Independent/Organisation,True,Easy Typography Tips to Beautify and Strengthen Your Work typography tipsGraphic Design Intermediate Level Udemy Independent/Organisation
Adobe Illustrator Advanced Vector Artwork,https://www.udemy.com/adobe-illustrator-advance-vector-artwork/,All Levels,Udemy,Independent/Organisation,True,Adobe Illustrator Advanced Vector Artwork adobe illustrator advance vector artworkGraphic Design All Levels Udemy Independent/Organisation
Web Elements Design With Photoshop,https://www.udemy.com/web-elements-design-with-photoshop/,All Levels,Udemy,Independent/Organisation,True,Web Elements Design With Photoshop web elements design with photoshopGraphic Design All Levels Udemy Independent/Organisation
